Total Properties,Average Price,Median Price,Price Std Dev,Min Price,Max Price,Avg Property Size,Most Common Bedrooms,Most Common Bathrooms
1979,504482.39312784234,418000.0,339915.93956712727,48000,4000000,1068.4906518443659,3.0,2.0
